id_cliente,edad,ocupacion,estado_civil,educacion,incumplimiento_credito,credito_vivienda,prestamo_personal
CLI001426,40,technician,single,high.school,No,Sí,No
CLI001427,41,admin.,divorced,university.degree,No,Sí,No
CLI001428,48,technician,married,professional.course,Desconocido,Sí,No
CLI001429,36,blue-collar,married,basic.9y,No,No,No
CLI001430,31,admin.,single,university.degree,No,Sí,No
CLI001431,47,services,married,professional.course,No,Sí,No
CLI001432,44,blue-collar,married,basic.6y,No,Sí,Sí
CLI001433,29,admin.,single,university.degree,No,No,No
CLI001434,33,services,married,high.school,No,No,No
CLI001435,41,admin.,divorced,university.degree,No,No,No
CLI001436,48,blue-collar,married,professional.course,No,Sí,No
CLI001437,51,entrepreneur,married,professional.course,Desconocido,No,No
CLI001438,48,admin.,married,university.degree,No,No,No
CLI001439,33,blue-collar,married,basic.9y,Desconocido,No,
CLI001440,50,admin.,divorced,university.degree,Desconocido,No,Sí
CLI001441,42,blue-collar,married,basic.9y,No,No,No
CLI001442,32,admin.,single,high.school,Desconocido,No,No
CLI001443,42,self-employed,single,basic.4y,No,Sí,No
CLI001444,49,management,married,university.degree,No,No,No
CLI001445,40,services,married,basic.6y,No,Sí,No
CLI001446,37,management,married,Desconocido,No,Sí,No
CLI001447,32,admin.,single,university.degree,Desconocido,No,No
CLI001448,38,admin.,married,university.degree,No,No,No
CLI001449,32,technician,single,university.degree,No,No,No
CLI001450,32,self-employed,married,,No,Sí,No
CLI001451,28,admin.,married,high.school,No,Sí,No
CLI001452,40,technician,married,professional.course,Desconocido,No,No
CLI001453,32,admin.,single,university.degree,No,Sí,No
CLI001454,32,services,married,basic.9y,No,No,No
CLI001455,56,retired,married,university.degree,No,Sí,No
CLI001456,38,admin.,single,university.degree,No,Sí,No
CLI001457,74,retired,married,basic.9y,No,Sí,No
CLI001458,38,services,married,high.school,Desconocido,No,No
CLI001459,26,student,single,university.degree,No,No,No
CLI001460,54,self-employed,married,university.degree,No,Sí,No
CLI001461,29,blue-collar,married,high.school,No,Sí,Sí
CLI001462,43,management,married,basic.6y,No,No,No
CLI001463,48,blue-collar,married,professional.course,No,No,Sí
CLI001464,30,admin.,single,university.degree,No,,Sí
CLI001465,35,unemployed,married,university.degree,No,Sí,No
CLI001466,25,admin.,single,high.school,No,No,No
CLI001467,40,admin.,married,university.degree,No,Sí,No
CLI001468,43,admin.,divorced,high.school,No,No,No
CLI001469,45,admin.,married,university.degree,No,No,Sí
CLI001470,58,services,married,high.school,Desconocido,No,No
CLI001471,39,entrepreneur,married,high.school,No,Desconocido,Desconocido
CLI001472,30,technician,single,university.degree,No,Sí,Sí
CLI001473,36,admin.,divorced,high.school,No,Sí,No
CLI001474,22,student,single,high.school,Desconocido,,Sí
CLI001475,30,technician,divorced,professional.course,No,Sí,No
CLI001476,49,blue-collar,married,basic.4y,Desconocido,Sí,No
CLI001477,40,technician,married,professional.course,No,No,No
CLI001478,33,housemaid,married,high.school,No,Desconocido,Desconocido
CLI001479,40,admin.,single,university.degree,No,No,No
CLI001480,62,admin.,married,high.school,No,No,No
CLI001481,41,admin.,single,high.school,No,Sí,No
CLI001482,35,admin.,married,university.degree,No,Desconocido,Desconocido
CLI001483,30,management,single,university.degree,No,No,Sí
CLI001484,39,admin.,single,university.degree,Desconocido,No,No
CLI001485,38,blue-collar,married,basic.9y,No,No,No
CLI001486,60,management,married,professional.course,Desconocido,Sí,No
CLI001487,47,services,married,high.school,No,Sí,No
CLI001488,32,admin.,single,university.degree,Desconocido,Sí,No
CLI001489,30,blue-collar,married,basic.9y,No,No,No
CLI001490,29,admin.,single,basic.9y,Desconocido,No,No
CLI001491,42,technician,married,professional.course,No,No,Sí
CLI001492,43,admin.,married,high.school,Desconocido,Sí,No
CLI001493,38,technician,single,professional.course,Desconocido,No,No
CLI001494,45,unemployed,single,professional.course,No,No,No
CLI001495,58,technician,married,Desconocido,No,No,No
CLI001496,25,student,single,high.school,No,No,No
CLI001497,43,technician,divorced,professional.course,No,Sí,No
CLI001498,36,admin.,married,university.degree,No,Sí,No
CLI001499,36,blue-collar,single,basic.9y,No,No,No
CLI001500,39,admin.,single,Desconocido,No,No,No
CLI001501,53,admin.,married,basic.9y,No,No,No
CLI001502,49,admin.,married,university.degree,No,Sí,No
CLI001503,29,technician,married,university.degree,No,Sí,No
CLI001504,33,technician,single,basic.9y,No,No,No
CLI001505,39,technician,divorced,university.degree,No,No,No
CLI001506,46,technician,married,university.degree,No,No,No
CLI001507,43,blue-collar,single,Desconocido,Desconocido,No,No
CLI001508,32,blue-collar,married,basic.9y,No,No,No
CLI001509,34,admin.,married,high.school,No,Sí,No
CLI001510,32,entrepreneur,married,university.degree,No,No,Sí
CLI001511,50,unemployed,married,professional.course,Desconocido,Sí,No
CLI001512,34,management,married,university.degree,No,Sí,No
CLI001513,31,admin.,single,university.degree,No,No,No
CLI001514,30,housemaid,married,high.school,Desconocido,Sí,No
CLI001515,53,admin.,married,university.degree,No,No,No
CLI001516,31,technician,single,university.degree,No,Sí,No
CLI001517,43,entrepreneur,single,university.degree,No,No,
CLI001518,55,management,married,university.degree,No,Sí,No
CLI001519,33,management,married,university.degree,No,No,No
CLI001520,36,management,married,university.degree,No,Desconocido,Desconocido
CLI001521,38,admin.,married,high.school,Desconocido,No,No
CLI001522,31,admin.,single,high.school,No,No,No
CLI001523,82,retired,married,professional.course,No,Sí,No
CLI001524,56,admin.,divorced,,No,Sí,No
CLI001525,34,admin.,married,high.school,No,No,No
CLI001526,29,admin.,single,university.degree,No,No,Sí
CLI001527,33,admin.,married,high.school,No,No,No
CLI001528,43,blue-collar,married,basic.4y,No,No,No
CLI001529,33,admin.,single,university.degree,No,No,No
CLI001530,54,unemployed,married,university.degree,No,Sí,Sí
CLI001531,43,management,married,university.degree,No,No,No
CLI001532,38,technician,single,professional.course,No,Desconocido,Desconocido
CLI001533,60,self-employed,married,professional.course,Desconocido,No,No
CLI001534,57,technician,married,professional.course,No,No,No
CLI001535,73,retired,married,basic.4y,No,Sí,Sí
CLI001536,51,self-employed,married,basic.4y,Desconocido,No,Sí
CLI001537,44,entrepreneur,married,high.school,No,No,No
CLI001538,58,admin.,divorced,university.degree,Desconocido,No,No
CLI001539,35,admin.,married,university.degree,No,No,Sí
CLI001540,52,management,married,Desconocido,Desconocido,Sí,No
CLI001541,33,management,married,university.degree,No,Sí,Sí
CLI001542,50,blue-collar,married,basic.4y,No,Sí,No
CLI001543,34,unemployed,married,university.degree,Desconocido,Sí,No
CLI001544,45,blue-collar,single,basic.4y,No,Sí,No
CLI001545,57,management,married,university.degree,No,No,No
CLI001546,33,admin.,married,university.degree,No,No,No
CLI001547,38,blue-collar,married,basic.9y,No,No,No
CLI001548,59,housemaid,married,basic.4y,Desconocido,Sí,Sí
CLI001549,37,services,single,high.school,No,No,Sí
CLI001550,35,student,single,university.degree,Desconocido,No,Sí
CLI001551,25,admin.,single,university.degree,No,Sí,No
CLI001552,42,technician,married,professional.course,No,No,No
CLI001553,27,self-employed,married,university.degree,No,Sí,No
CLI001554,60,entrepreneur,married,basic.4y,No,Sí,No
CLI001555,27,admin.,single,university.degree,No,No,No
CLI001556,33,blue-collar,married,basic.4y,No,No,
CLI001557,41,blue-collar,married,basic.6y,No,No,No
CLI001558,40,blue-collar,married,basic.6y,No,Sí,No
CLI001559,46,admin.,single,university.degree,No,Desconocido,Desconocido
CLI001560,56,management,married,university.degree,Desconocido,No,No
CLI001561,36,housemaid,married,basic.4y,No,Desconocido,Desconocido
CLI001562,39,admin.,married,high.school,No,No,No
CLI001563,47,services,married,high.school,Desconocido,Sí,No
CLI001564,47,blue-collar,married,basic.4y,Desconocido,No,No
CLI001565,50,unemployed,married,professional.course,Desconocido,No,No
CLI001566,34,blue-collar,married,basic.6y,Desconocido,No,Sí
CLI001567,25,technician,single,professional.course,No,Sí,No
CLI001568,51,management,married,university.degree,No,No,
CLI001569,31,admin.,married,university.degree,No,No,No
CLI001570,35,technician,single,professional.course,No,No,No
CLI001571,44,blue-collar,married,Desconocido,No,Sí,No
CLI001572,34,services,divorced,high.school,No,No,Sí
CLI001573,30,services,married,Desconocido,No,Sí,Sí
CLI001574,54,unemployed,married,basic.9y,No,No,No
CLI001575,48,housemaid,married,basic.4y,Desconocido,Sí,Sí
CLI001576,40,blue-collar,married,basic.6y,No,Sí,No
CLI001577,31,services,single,university.degree,No,Sí,No
CLI001578,42,technician,married,basic.9y,No,No,No
CLI001579,48,services,married,high.school,No,Sí,Sí
CLI001580,49,technician,married,university.degree,No,Sí,No
CLI001581,34,unemployed,married,university.degree,No,No,No
CLI001582,25,admin.,single,university.degree,No,Sí,Sí
CLI001583,41,technician,divorced,university.degree,No,No,No
CLI001584,39,admin.,married,high.school,No,Sí,No
CLI001585,39,technician,single,professional.course,No,Sí,No
CLI001586,33,blue-collar,married,basic.4y,Desconocido,No,No
CLI001587,32,admin.,married,university.degree,No,No,No
CLI001588,25,admin.,single,basic.9y,No,,No
CLI001589,41,entrepreneur,divorced,Desconocido,No,No,No
CLI001590,35,entrepreneur,married,high.school,No,No,No
CLI001591,30,technician,single,university.degree,No,Desconocido,Desconocido
CLI001592,43,entrepreneur,married,university.degree,No,No,No
CLI001593,53,blue-collar,married,basic.4y,Desconocido,No,Sí
CLI001594,37,technician,married,university.degree,No,,No
CLI001595,29,housemaid,married,university.degree,No,Sí,No
CLI001596,40,technician,married,professional.course,No,Sí,No
CLI001597,31,technician,married,university.degree,No,Sí,No
CLI001598,42,services,single,high.school,No,Sí,No
CLI001599,26,admin.,single,high.school,Desconocido,Sí,No
CLI001600,55,technician,married,high.school,Desconocido,Sí,No
CLI001601,38,services,married,high.school,No,Sí,No
CLI001602,38,blue-collar,married,basic.4y,Desconocido,Sí,No
CLI001603,30,technician,single,university.degree,No,No,No
CLI001604,35,blue-collar,married,professional.course,No,No,No
CLI001605,73,retired,married,university.degree,No,Sí,No
CLI001606,38,management,married,university.degree,No,No,No
CLI001607,29,management,married,university.degree,No,No,No
CLI001608,33,self-employed,married,university.degree,No,Sí,No
CLI001609,35,management,married,university.degree,No,Sí,No
CLI001610,42,admin.,divorced,university.degree,No,No,No
CLI001611,36,technician,married,university.degree,No,Sí,No
CLI001612,37,blue-collar,married,basic.4y,No,Sí,No
CLI001613,48,admin.,single,high.school,No,No,Sí
CLI001614,34,blue-collar,married,basic.6y,No,No,Sí
CLI001615,34,admin.,married,basic.9y,No,Sí,No
CLI001616,26,blue-collar,married,professional.course,No,Sí,No
CLI001617,24,services,single,basic.9y,No,Sí,No
CLI001618,55,admin.,married,university.degree,Desconocido,No,No
CLI001619,51,blue-collar,married,basic.9y,No,Sí,No
CLI001620,35,technician,married,professional.course,No,No,No
CLI001621,35,admin.,married,professional.course,No,No,Sí
CLI001622,27,blue-collar,married,basic.9y,No,Desconocido,Desconocido
CLI001623,25,blue-collar,single,basic.9y,No,No,No
CLI001624,46,blue-collar,married,basic.9y,No,Sí,No
CLI001625,45,management,married,university.degree,Desconocido,Sí,No
CLI001626,46,unemployed,single,university.degree,No,No,No
CLI001627,39,management,married,university.degree,No,No,No
CLI001628,46,blue-collar,married,basic.4y,No,Sí,No
CLI001629,43,blue-collar,married,basic.9y,No,No,No
CLI001630,31,technician,single,professional.course,No,Sí,No
CLI001631,46,management,married,Desconocido,No,Sí,No
CLI001632,36,blue-collar,married,high.school,Desconocido,No,No
CLI001633,42,housemaid,married,university.degree,No,Sí,Sí
CLI001634,41,services,married,high.school,No,No,No
CLI001635,45,blue-collar,married,basic.9y,Desconocido,No,No
CLI001636,35,management,married,high.school,No,Sí,No
CLI001637,46,housemaid,married,basic.4y,Desconocido,No,No
CLI001638,55,unemployed,married,university.degree,No,Sí,No
CLI001639,40,blue-collar,married,high.school,No,No,No
CLI001640,42,retired,single,basic.4y,Desconocido,Sí,Sí
CLI001641,37,blue-collar,married,basic.4y,No,Sí,No
CLI001642,31,self-employed,single,university.degree,No,No,No
CLI001643,54,services,married,basic.6y,No,Sí,No
CLI001644,28,services,single,high.school,No,Desconocido,Desconocido
CLI001645,40,technician,married,,No,Sí,No
CLI001646,35,technician,married,professional.course,No,Sí,No
CLI001647,33,technician,married,professional.course,No,No,No
CLI001648,37,technician,married,professional.course,No,Sí,No
CLI001649,23,blue-collar,single,basic.4y,No,Sí,No
CLI001650,44,services,married,high.school,No,Sí,No
CLI001651,41,blue-collar,married,basic.4y,Desconocido,No,No
CLI001652,53,blue-collar,married,basic.9y,Desconocido,Sí,Sí
CLI001653,38,services,married,high.school,No,Sí,No
CLI001654,49,housemaid,married,basic.4y,No,Sí,No
CLI001655,46,self-employed,divorced,basic.9y,No,Sí,No
CLI001656,38,management,married,university.degree,No,No,No
CLI001657,25,student,single,Desconocido,No,No,No
CLI001658,44,services,divorced,high.school,No,Sí,Sí
CLI001659,59,management,married,Desconocido,No,Sí,No
CLI001660,30,self-employed,single,university.degree,No,Sí,No
CLI001661,43,unemployed,married,basic.9y,No,Sí,No
CLI001662,30,student,single,university.degree,No,Sí,No
CLI001663,43,Desconocido,married,high.school,Desconocido,No,No
CLI001664,50,entrepreneur,married,basic.9y,No,No,No
CLI001665,34,technician,married,professional.course,No,No,No
CLI001666,37,admin.,married,university.degree,No,Sí,No
CLI001667,56,admin.,married,high.school,Desconocido,Sí,No
CLI001668,33,technician,married,professional.course,No,No,No
CLI001669,37,blue-collar,married,basic.6y,Desconocido,Sí,Sí
CLI001670,32,technician,single,university.degree,No,No,No
CLI001671,45,blue-collar,married,basic.4y,Desconocido,Sí,Sí
CLI001672,43,management,married,professional.course,No,Sí,No
CLI001673,33,services,married,basic.6y,No,Sí,Sí
CLI001674,64,Desconocido,married,Desconocido,No,No,No
CLI001675,55,technician,divorced,professional.course,No,No,No
CLI001676,30,admin.,married,university.degree,Desconocido,No,No
CLI001677,33,technician,married,professional.course,No,Sí,No
CLI001678,34,technician,single,professional.course,No,Sí,No
CLI001679,59,admin.,married,university.degree,No,Sí,Sí
CLI001680,46,admin.,married,high.school,No,No,No
CLI001681,38,Desconocido,divorced,high.school,Desconocido,Sí,No
CLI001682,26,services,single,high.school,No,No,No
CLI001683,41,blue-collar,married,basic.9y,Desconocido,No,No
CLI001684,42,technician,single,professional.course,No,No,No
CLI001685,27,blue-collar,single,basic.9y,No,No,Sí
CLI001686,53,retired,married,high.school,Desconocido,Sí,No
CLI001687,49,blue-collar,married,basic.6y,No,Sí,No
CLI001688,45,management,married,university.degree,No,No,No
CLI001689,28,management,single,university.degree,No,No,No
CLI001690,28,technician,single,Desconocido,No,Sí,No
CLI001691,28,admin.,single,high.school,No,No,No
CLI001692,51,admin.,married,basic.9y,Desconocido,Sí,No
CLI001693,33,blue-collar,married,high.school,No,Sí,No
CLI001694,41,blue-collar,married,basic.6y,No,Sí,No
CLI001695,53,management,married,university.degree,No,Sí,No
CLI001696,33,admin.,married,university.degree,No,No,No
CLI001697,49,entrepreneur,married,university.degree,No,Sí,No
CLI001698,64,Desconocido,married,Desconocido,No,Sí,Sí
CLI001699,29,admin.,single,university.degree,No,Sí,No
CLI001700,49,blue-collar,married,basic.9y,Desconocido,No,No
CLI001701,56,retired,married,high.school,Desconocido,No,No
CLI001702,27,admin.,single,university.degree,No,No,No
CLI001703,50,admin.,married,university.degree,No,Sí,No
CLI001704,31,technician,single,university.degree,No,No,No
CLI001705,34,admin.,single,university.degree,No,No,Sí
CLI001706,46,technician,married,basic.4y,Desconocido,Sí,No
CLI001707,32,admin.,married,high.school,Desconocido,Sí,No
CLI001708,39,technician,divorced,professional.course,Desconocido,No,No
CLI001709,29,technician,married,professional.course,No,No,No
CLI001710,42,admin.,married,high.school,Desconocido,No,No
CLI001711,48,management,divorced,university.degree,No,Sí,No
